Club Name,Recordings,Club Identifier,Country,Additional Info
Academie Internationale de football Michel Hidalgo,45,academie-internationale-de-football-michel-hidalgo,France,
Academie Moulins,14,academie-moulins,France,Moulins
Académie Planète Foot Togo,388,kara-football-club,Togo,
Ligue Régionale Bourgogne Franche-Comté de Rugby,53,academie-pole-espoir-dijon,France,
Pôle Espoirs Rugby Lyon,11,academie-pole-espoirs-rugby-de-lyon,France,Lyon
Académie Seconde Chance,353,academie-seconde-chance,France,
ACADEMIE UNIVERS,10,academie-univers,United States,
Academy 1,13,tns-u101516,United States,
Academy 11,102,academy-11-ghana,United States,
Sporting Blue Valley,82,sporting-blue-valley-academy-13-white,United States,
Academy 2,90,tns-youth-team,United States,
A23,375,academy23,United States,
Academy 3,99,tns-u121314,United States,
academy 94,47,academy-94,United States,
Academy,103,academy-civitanovese,United States,
Academy Club,46,academy-club,United States,
LFA,191,academy-dynamos,United States,
AFC,36,academy-fc-69d729aa,United States,
Academy,103,academy-civitanovese,United States,
Blitz 2012 Girls Premiere,40,academy-fc-2012-girls-premiere,United States,
AFPD,21,academy-football-players-dreams,United States,
Academy Gil Vicente FC Toronto Inc.,139,gil-vicente-fc-toronto,Canada,Toronto
ACADEMY LOKOMOTIV,63,stroyproject-ltd,United States,
Academy of Notre Dame,37,academy-of-notre-dame,United States,
ANC Field Hockey,43,academy-of-the-new-church,United States,
Academy RFC,81,academy-rugby-football-club,England,
Academy Sant'Agata,14,academy-santagata,Italy,
PFC. Slavia-1913 Sofia,353,academy-slavia-sofia-1913,Bulgaria,Sofia
Academy Soccer Rawreth FC,101,academy-soccer-rawreth-fc,England,Rawreth
Academy Soccer Tigers,22,academy-soccer-tigers-under-9s,United States,
Academy Sports Analytic,73,es-personal,United States,
Right to Dream,433,right-to-dream-0d08c90f,United States,
Acadiana,48,acadiana-high-school-soccer,United States,
ACAKORO,32,pros-united-ausserferner-fussballschule,United States,
ALPERTON FC,10,wembley-fc,England,Alperton
AC Amager,45,ac-amager-6a03fe66,Denmark,Amager
ACAA,10,ac-amager-academy-7bce322e,United States,
AC Amager,45,ac-amager-6a03fe66,Denmark,Amager
AC Amager Academy,13,ac-amager-academy-ea842aa2,Denmark,Amager
AC AMBOISE,15,ac-amboise,France,Amboise
A.C. ARDOR LAZZATE ASSOCIAZIONE SPORTIVA DILETTAN,67,ac-ardor-lazzate-associazione-sportiva-dilettan,Italy,
AC Arrentela,27,ac-arrentela,Portugal,
AC Athletico,10,ac-athletico,United States,
AC AZABU,10,ac-azabu,Japan,
ACBalonmano,132,ac-balonmano,Spain,
ACBB,427,tonsser-united,France,
ACBB - Active,31,acbb-22c90c30,France,
ACBB Rugby,364,acbb-rugby,France,
AC Bobigny 93 Rugby,69,ac-bobigny-93-rugby,France,Bobigny
AC Brea,155,ac-brea-g06-pda,United States,
AC Brea,155,ac-brea-g06-pda,United States,
AC Brea,155,ac-brea-g06-pda,United States,
AC Brea,155,ac-brea-g06-pda,United States,
AC Brea B2011,60,ac-brea-906a276f,United States,
AC BREA B12 EA2,57,ac-brea-b12-pre-npl,United States,
AC Brea,155,ac-brea-g06-pda,United States,
AC Brea - B11-PDA,100,ac-brea-brea-soccer-association,United States,
AC Brea,155,ac-brea-g06-pda,United States,
Ac cambrai,160,acc-f68f8f39,France,Cambrai
ASAR,179,gaspare,United States,
ACCADEMIA SPORTIMAGNA,18,asi-juniores-u19,Italy,
AC CARINA FC,149,ac-carina-fc,Portugal,
Accel,10,accel,United States,
Accelerated Development,45,surf-strikers,United States,
Accelerax,106,football-talent-academy,United States,
Access Sport,2902,access-sport,United States,
ac chapelain,27,ac-chapelain-7a8fb344,France,
Amir Cohen,61,ac-coach,United States,
ACcoaching,75,accoaching,United States,
A.C. Cologna Veneta,96,ac-cologna-veneta,Italy,Cologna Veneta
AC Connecticut,355,ac-connecticut,United States,
AC Connecticut,355,ac-connecticut,United States,
2008 Boys,45,2008-boys-59356e3f,United States,
Accord Sixth Form,72,accord-sixth-form,England,
HeartsofOak,21,accra-hearts-of-oak-sporting-club,United States,
Shooting Stars,118,afigya-kumasi-shooting-stars-limited,United States,
AC CREMA 1908,319,ac-crema-1908-ssdrl,Italy,Crema
AC Creteil,26,ac-creteil,France,Créteil
AC CRETEIL,19,fc-alfortville,France,Créteil
Accrington Stanley,83,accrington-stanley-f9fa8f58,England,Accrington
Accrington Stanley Community Trust,60,accrington-stanley-community-trust-210804a1,England,Accrington
Accrington DC,197,oldham-athletic-development-centre,England,Accrington
Accrington Stanley Football Club,417,accrington-stanley-football-club-672b2016,England,Accrington
Accrington Stanley Women,80,accrington-stanley-women-fc,England,Accrington
Accrington Wildcats,23,accrington-wildcats-arlfc,England,Accrington
AC Cuneo 1905,120,ac-cuneo-1905,Italy,Cuneo
A.C.D. ALBA BORGO ROMA,13,acd-alba-borgo-roma-754ff6d4,Italy,Rome
A.C.D. A Seca,85,acd-a-seca,Portugal,
A.C.D.  CADIDAVID,43,acd-cadidavid,Spain,
ACD CADIDAVID,27,acd-cadidavid-11113ebe,Spain,
AC Delray 2006 Girls,42,delray-2016-girls,United States,Delray Beach
AC Delray 2011,56,ac-delray-2011,United States,Delray Beach
AC Delray Rush 2008 Girls,57,ac-delray-inc,United States,Delray Beach
DELRAY RUSH,14,ac-delray-rush,United States,
AC DELRAY RUSH 2010 Boys,104,ac-delray-rush-2010-boys,United States,Delray Beach
acd football academy,23,acd-football-academy,United States,
LaRocca,168,acd-la-rocca-monselice,United States,
ACD Macallesi 1927,54,acd-macallesi-1927,Italy,
ACDMY BURNS,40,acdmy-burns,United States,
ACD Oppeano,69,acd-oppeano,Italy,Oppeano
PEREIRA,12,acd-pereira,United States,
ACD Portomansuè,24,acd-portomansue-8ced52bc,Italy,
ACD Strambinese 1924,21,acd-strambinese-1924,Italy,
Advanced Coaching Education,166,ace-academy-2,United States,
AAYSA,802,asian-american-youth-soccer-academy,United States,
ACE,78,ace-futbol-academy,United States,
Aces Girls Lacrosse,53,aces-girls-elite-lacrosse,United States,
ACE soccer,17,ace-soccer-95db9179,United States,
ACE sports,20,ace-sports,United States,
AC Este Calcio 1920,38,veo-veneto-ptc,Italy,Este
ACE Valencia,17,ace-academy-4e70d14c,Spain,Valencia
ACF Brescia Calcio Femminile SSD A RL,81,acf-brescia-calcio-femminile-ssd-a-rl,Italy,Brescia
Acfc,43,acfc-9f028386,United States,
ACFF,23,acff-69d6d1fc,France,
ACFF,23,acff-69d6d1fc,France,
AC Finchley West under 18,66,ac-finchley,England,Finchley
A.C. Flora,91,ac-flora-high-school,United States,
AC football Club,41,ac-football-club,United States,
ACF XERESA,66,acf-xeresa,Spain,
AC Global,163,ac-global,United States,
AC.gloria,269,acgloria,United States,
Achel VV,35,fc-helson,Belgium,
Achilles Enschede,419,prestige-football-academy,Netherlands,Enschede
Achilles FC,61,achilles-fc-259c5d9e,United States,
Achilles FC,61,achilles-fc-259c5d9e,United States,
Achilles Town FC,24,achilles-fc-0b56c608,England,
Achilles Veen,26,achilles-veen-cc66b3f0,Netherlands,Veen
AC Horsens,21,ac-horsens-2,Denmark,Horsens
AC Horsens,21,ac-horsens-2,Denmark,Horsens
AC Horsens U13,23,ac-horsens-6,Denmark,Horsens
Achterbroek Voetbalvereniging Vzw,22,achterbroek-voetbalvereniging-vzw,Belgium,
AC Inspire,447,athletic-club-inspire-2,United States,
Acklam Rugby Club,41,acklam-rugby-club-e734343f,England,Acklam
Ackworth Girls FC,18,ackworth-girls-fc,England,Ackworth
Ackworth School,19,ackworth-school-football-academy,England,Ackworth
Acland Burghley School,42,acland-burghley-school,England,London
ACLB,25,aclb,United States,
LEON,188,ac-leon,United States,
AC LEON,26,ac-leon-83cd998a,United States,
Ac Los banos,11,ac-los-banos-07208c95,United States,
ACL Oy,23,acl-oy,Finland,
A Club,40,a-club,United States,
ACM Academy,15,ac-milan-academy-e64c0aaa,United States,
AC Marin,213,ac-marin,United States,
AC Marin,213,ac-marin,United States,
AC Marin,213,ac-marin,United States,
AC Marin 2010B,30,ac-marin-66336e48,United States,
AC Marin 2013 Girls,96,ac-marin-2009-girls,United States,
AC Marin jr,31,ac-marin-jr,United States,
A.C. Mazzo Società Sportiva Dilettantistica a R.L,96,ac-mazzo-societa-sportiva-dilettantistica-a-rl,Italy,
Milano,65,ac-milano-football-club,Italy,
Morrone,35,ac-morrone,Italy,
AC-Musashi,74,ac-musashi,Japan,
Nea Salamina Athletic Club,349,ac-nea-salamina-famagusta,Cyprus,
ACNV soccer,240,club-de-soccer-saint-laurent,United States,
AC Oulu,474,ac-oulu,Finland,Oulu
ACP15 PARIS,177,acp15-paris,France,Paris
Pro Palazzolo,55,ac-palazzolo-1913-ssd-arl,Italy,Palazzolo sull'Oglio
AC Palermo LA,108,ac-palermo-la,United States,
A.C. Pedona,49,ac-pedona,Italy,
AC Perugia,84,academia-de-futbol-tocalli,Italy,Perugia
ACQUAFLEX SRL,14,acquaflex-srl,Italy,
ACQUI,259,acqui-fc-ssd-arl,Italy,Acqui Terme
A.C. Renate 1a Squadra,39,ac-renate-srl,Italy,Renate
A.C. Renate Settore Giovanile,63,ac-renate-srl-099dd75c,Italy,Renate
Across,148,across-fc-b6b4e2ad,United States,
Across The Waves Football Club,28,across-the-waves-football-club-inc,Australia,Bundaberg
AC Rovers,51,ac-rovers-football-club,United States,
AC Salisbury,41,salisbury-united-2016,United States,
ACS Cobham International School,125,acs-cobham-international-school,England,Cobham
Acs cormeillais,67,acs-cormeillais,France,Cormeilles-en-Parisis
AC Seyssinet,108,ac-seyssinet,France,Seyssinet-Pariset
FC BACAU,388,acs-fc-bacau,Romania,Bacau
ACS Hillingdon International School,91,acs-hillingdon-international-school,England,Hillingdon
ACS International School,12,acs-international-school,United States,
ACS Kids Tampa Brasov,97,acs-kids-tampa-brasov,United States,
ACS Kinder,21,acs-kinder-sangeorgiu-de-mures,United States,
COACH AC SOCCER,114,ac-soccer,United States,
ACSI,172,acsi-rugby,United States,
Sparta,12,ac-sparta-praha-4e367882,Czech Republic,
AC Sparta,756,ac-sparta-praha-8c2fbbf5,United States,
A.C. Sporting Cecina 1929,13,sporting-cecina,Italy,Cecina
ACS Raiders,91,acs-raiders,United States,
ACS Rugby Cluj Junior,31,acs-rugby-cluj-junior-6641cdad,Romania,Cluj-Napoca
SEPSI OSK,150,acs-sepsi-osk-sfantu-gheorghe,Romania,Sfântu Gheorghe
ACS.TRANSILVANIA BISTRITA,14,acstransilvania-bistrita,Romania,Bistrita
A.C.SUPENSIERO,224,veo114,Italy,
AC Taipei,160,ac-academy-u10,Taiwan,Taipei
Action Elite,184,action-elite,United States,
ASC USA,59,asc-usa,United States,
ActiveSG Football Academy,165,activesg-football-academy,Singapore,
ACTIVE,157,active-sports-fc,United States,
AC Todoroki,74,ac-todoroki,Japan,
ABSOCC,55,acton-boxborough-regional-high-school,United States,
AEWFC,11,acton-ealing-whistlers-fc,United States,
Actonians LFC - Seniors,46,actonians-lfc-3,England,Acton
AC TOROS,15,viking-youth-soccer-association,United States,
AC Trelleborg,11,ac-trelleborg,Sweden,Trelleborg
A.C. TRENTO,287,ac-trento-1921-srl,Italy,Trento
AC United,10,ac-united-03b78697,United States,
AC United,10,ac-united-03b78697,United States,
AC United Football Club,37,ac-united-football-club,United States,
AC Unito Adelaide,84,ac-unito-adelaide,Australia,Adelaide
Acuto Okayama Soccer Club,164,acuto-okayama-soccer-club-2ddf28ec,Japan,Okayama
ACV Assen,23,acv2,Netherlands,Assen
Maatschap Paramedics,32,acv-assen,Netherlands,
ACVF,104,acvf,United States,
ACミランアカデミー千葉,182,ac,Japan,Chiba
Ada High School,95,ada-high-soccer,United States,
AD ALCORCÓN,339,ad-alcorcon-b61fdc36,Spain,Alcorcón
Adam,17,adam-38827e62,United States,
Adams,79,adam-913ac12c,United States,
ADR,22,adam-doyle,United States,
HedmanVeo2,265,arkansas-comets-futbol-club,United States,
PFSA Football Trials,34,adam-hobson,United States,
Adam Maidany,147,adam-maidany,United States,
ADAMOIS O.,86,gomes-jose,United States,
MI Wolves 08,17,adam-saleh,United States,
ADAMS COUNTY CHRISTIAN SCHOOL 24/25,36,accs-boys-soccer,United States,
Adams Family,125,adams-family,United States,
AFA Basketball,164,adams-fundamentals-academy,United States,
Highlanders,74,adams-highlanders,United States,
Noreen A. Shea Memorial Foundation,231,noreen-a-shea-memorial-foundation,United States,
Adamstown,28,adamstown-gaa-club,Australia,
Buds,173,adamstown-rosebud-fc-2,United States,
Adamstown Rosebud Junior Football Club,1060,adamstown-rosebud-junior-football-club,Australia,Adamstown
Lady Cardinal Soccer,52,adamsville-lady-cardinal-soccer,United States,
Adam Wilkinson,286,adam-wilkinson,United States,
Adam Wilson,31,michael-weston,United States,
Vs B-Elite,25,adam-y,United States,
Adapt Academy Hoops,164,tony-a1a56233,United States,
Adaptavis / Crawley United & Ifield U15,26,adaptavis-crawley-united-ifield-u15,England,Crawley
AD Arganda,40,ad-arganda,Spain,Arganda del Rey
Toledo-Olivos,104,ada-toledo-olivos-c-f,Spain,
AD Baiao,101,associacao-desportiva-de-baiao,Portugal,Baião
A.D.C ABETXUKO,51,adc-abetxuko,Spain,
Ad Ca la Guidó,18,ad-ca-la-guido,Italy,
AD CALA POZUELO,60,ad-cala-pozuelo,Spain,
ADC Correlhã,48,adc-correlha-141023f0,Portugal,
"adc ""Mario Rigamonti"" 2022-2023",53,toni-scotti,Italy,
ADC Mario Rigamonti 2024-25,108,adc-mario-rigamonti-23-24,Italy,
AD COLEGIO SAN PRUDENCIO,43,ad-colegio-san-prudencio,Spain,
ADCV,110,ad-colmenar-viejo,United States,
ADC REBORDELO,59,futebol-clube-leao-negro,Portugal,
All-stars,136,allstars-fc-astros-u10,United States,
Addison,23,addison-a806cae9,United States,
Springs,75,coral-springs-charter-high-school,United States,
Addison-Classics Elite,81,addison-classics-elite,United States,
Addie Soccer,13,addison-dea,United States,
Addison United Soccer Club,51,addison-united-soccer-club-95a5f3a1,United States,
Addlestone F.C,108,lyne-football-club,England,Addlestone
Addox Howard,164,navarre-united-fc-2012-boys,United States,
Adelaide Brasfoot Club,29,adelaide-brasfoot-club,Australia,Adelaide
MetroStars,40,north-eastern-metrostars,United States,
City,26,adelaide-comets-fc,United States,
Adelaide City,221,adelaide-city-football-club,Australia,Adelaide
Adelaide City,221,adelaide-city-football-club,Australia,Adelaide
Adelaide Omonia Cobras FC Juniors,55,adelaide-cobras-fc,Australia,Adelaide
Adelaide Comets,38,adelaide-comets-9685a64d,Australia,Adelaide
Adelaide,84,adelaid-cometss-youth,United States,
ACR,54,adelaide-croatia-raiders-3,United States,
Adelaide Eagles Soccer Club,51,adelaide-eagles-soccer-club,Australia,Adelaide
Adelaide Hills Hawks,242,bryan-mcdonald,Australia,Adelaide Hills
Adelaide Jaguars,111,adelaide-jaguars-womens-soccer-club,Australia,Adelaide
AOFC,19,adelaide-olympic-fc,United States,
Adelaide Olympic,45,adelaide-olympic-football-club,Australia,Adelaide
AUFCW,16,adelaide-united-football-club-46872b3b,United States,
Adelaide University Soccer Club,11,adelaide-university-soccer-club-849ae81c,Australia,Adelaide
Adelaide University Soccer Club,11,adelaide-university-soccer-club-849ae81c,Australia,Adelaide
Adelaide Uni WNPL,64,modbury-vista-soccer-club,Australia,Adelaide
ADM High School,38,adel-desoto-minburn-high-school,United States,
AD Esperanza,72,ad-esperanza-08ba1775,Spain,
Bisi Veo,153,adewunmi-veo-camera,United States,
IP STORE,54,adham-shalabi,United States,
ADHD Media UK,37,adhd-media-uk,United Kingdom,
AD Huracán,41,ad-huracan-24905738,Spain,
Adidas Oklahoma Fall Showcase 21,213,adidas-oklahoma-fall-showcase-21,United States,
adiLeague,22,adileague,United States,
AD MALAKA CF,55,ad-malaka-cf-5cf42f8b,Spain,
Admiral Ice Dome,14,sisak,United States,
Adna Express SRL,55,adna-express-srl,Italy,
AD NUEVA CASTILLA,96,ad-nueva-castilla,Spain,
ADO '20,81,ado-20,Netherlands,Haaglanden
ADO'20,118,ado20,Netherlands,Haaglanden
ADO Den Haag,176,ado-den-haag,Netherlands,The Hague
Adolfsberg IK,57,adolfsberg-ik,Sweden,
Adolfsbergs IK Utveckling,320,adolfsbergs-ik-utveckling,Sweden,
Adour Dax Basket,38,adour-dax-basket,France,Dax
AD Ovarense,328,sc-sao-joao-de-ver,Portugal,Ovar
ADP Action Limited,53,adp-action-limited,United Kingdom,
AD Parla,30,ad-parla,Spain,Parla
Poli Aguadulce,214,ad-polideportivo-aguadulce,Spain,
ADPT FC,218,adpt-fc,United States,
Adrian High School,31,adrian-high-school,United States,
Profe,179,adrian-moralee,United States,
Adrian Quinn,38,adrian-quinn,United States,
Adrigole,65,adrigole-gaa,Ireland,
Cappagh GAA Club,108,cappagh-gaa-club,Ireland,
Cappincur Gaa Club,25,cappincur-gaa-club,Ireland,
Capricorn Coast Football Club,62,capricorn-coast-football-club,Australia,
Caps FC,144,caps-fc-eb4d23b0,United States,
CAP Spanish International Academy,39,cap-spanish-international-academy-315ae21f,Spain,
Captain Shreve,74,captain-shreve-lacrosse,United States,
Shreve Gators,67,captain-shreve-mens-soccer,United States,
Captura Fútbol,220,captura-futbol,Mexico,
Capture Sports,198,capture-sports,United States,
CAPUTO CRISTIAN,37,svapo-tab-srls,United States,
CBM Handball,256,carabiniers-de-billy-montigny-handball,United States,
Carabins - UDM,29,carabins-udm,Canada,University of Montreal
Carabobo FC,493,carabobo-futbol-club,Venezuela,
Caragh,19,caragh-772ffb40,Ireland,
Carramar,98,caramar-shamrock-rovers,Australia,
Carbery Rangers,51,carbery-rangers-gaa-club,Ireland,
carcassonne 13,14,carcassonne-13,France,
Cardenas 2008 ECRL1,12,amaya-2008-ecrl1,United States,ECRL1 League
Cardiff Airport U9s,38,cardiff-airport-u9s,Wales,
CAVC,66,cardiff-and-vale-college-football-academy,United States,
Cardiff Bay FC,21,cardiff-bay-football-club,Wales,
Cardiff Bay Warriors,97,cardiff-bay-warriors-1,Wales,
Cardiff City FC Community Foundation,39,cardiff-city-fc-community-foundation,Wales,
Cardiff City,59,cardiff-city-football-club,Wales,
Cardiff City LFC,30,cardiff-city-ladies-fc,Wales,
CARDIFF CORINTHIANS AFC,28,cardiff-corinthians-fc,Wales,
Cardiff Dracs First Team,65,cardiff-dracs-first-team,Wales,
The Jets,45,cardiff-jets,United States,
Cardiff Met Bucs 5,23,rhino-group-holdings-limited,Wales,
Cardiff Met RFC,10,dinas-powys-rfc,Wales,
Cardiff Schools Rugby Union,55,cardiff-schools-rugby-union,Wales,
Cardiff Soccers 09,32,cardiff-soccers-09,Wales,
Cardiff Soccers B14 Blue,29,cardiff-soccers-b14-blue,Wales,
Cardiff Sockers,498,cardiff-mustangs,Wales,
Cardiff Sockers 2011G (W),28,cardiff-sockers-2011g-b,Wales,
Cardiff Sockers 2024 - Veo 3,37,la-costa-canyon-varsity-girls-soccer-712cc3f4,Wales,
cardiff university hockey club,22,cardiff-university-hockey-club,Wales,
Cardijn Football,90,cardijn-old-collegians-fc,Belgium,
Cardinal Newman School,129,cardinal-newman,United States,
Cardinal Newman College,74,cardinal-newman-college-af51f0c5,United States,
Cardinal Newman High School,29,cardinal-newman-high-school,United States,
Cardinal newman School,10,cardinal-newman-school,United States,
Cardinals,25,cardinals-74f1f484,United States,
Cardonald,24,cardonald,Scotland,
Carey united soccer club (CUSC),50,carey-united-soccer-club,United States,
Carey United Soccer Club,15,carey-united-soccer-club-2,United States,
Cargilfield,22,cargilfieldschool,Scotland,
CARGUELLO,13,carguello,United States,
CaribCapture,521,barbados-football,United States,
Caribe SC,34,caribe-soccer-club,Dominican Republic,
Carina junior rugby league,21,carina-junior-rugby-league-football-club,Australia,
Caringbah Redbacks FC,34,caringbah-redbacks-fc,Australia,
R.AUBEL FC,55,raubel-fc,Belgium,
CP Soccer,251,carle-place-soccer-club,United States,
Carlet EMF CF,108,carlet-emf-cf,France,
Carleton University,50,carleton-ravens,Canada,
Carleton Rugby,109,carleton-college-rugby-club,Canada,
Carleton University,50,carleton-ravens,Canada,
Carlingford Knights,16,carlingford-knights,Ireland,
Carlisle,86,carlisle-67736276,England,
Carlisle city,70,carlisle-city-fc,England,
Carlisle Rugby Club,55,carlisle-rugby-club,England,
Carlisle United Community Sports Trust,72,carlisle-united-community-sports-trust,England,
Carlisle United Football Club,67,carlisle-united-football-club-b11abf65,England,
Carlisle United U9 - U16's,86,carlisle-united-u9-u16s,England,
Recordings of,75,carlosclub,United States,
ohiolatinotv,16,carlos-f4b6c011,United States,
CARLOS ARRIAZA,52,los-palacios,United States,
FW International Futbol Club,21,carlos-castillo,United States,
Carlos DeLa Cruz,131,carlos-dela-cruz,United States,
Carlos Tovalin,14,carlos-e-tovalin-rodriguez,United States,
Carlos,66,carlos-fernandez,United States,
Carlos,66,carlos-fernandez,United States,
carlos,207,carlos-mario-espinal,United States,
Dream Sports Management,43,carlos-oliveira,United States,
Carlos Ortega  CO6,139,ef-pacheco,United States,
CKFC,19,carlow-kilkenny-fc-3,United States,
Carlow Kilkenny FC,141,carlow-kilkenny-fc-4,Ireland,
Carl Sandburg College,56,carl-sandburg-chargers,United States,
Carlsbad HS Lacrosse,27,carlsbad-hs-lacrosse,United States,
Carlton,52,carlton-town-football-club,Australia,
Carlyle Indians Soccer,83,carlyle-indians-soccer,United States,
ATHLETIC CLUB,14,carmarthen-athletic-rfc-69897010,Spain,
Carmarthen Quins rfc,14,carmarthen-quins-rfc-7a20854a,Wales,
Quins Juniors,52,carmarthen-quins-rfc-junior-section,Wales,
Carmarthen Quins RFC,14,carmarthen-quins-rugby-football-club,Wales,
Carmarthen Town,299,carmarthen-town-844b9b4d,Wales,
